What is weight decay?	L2 regularization on the weights.<br>\(E_j = E_{j-1} + \lambda \sum_i^n w_i^2\)
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  When can we see <b>gradient dominance</b>?"	"When a mini-batch is made of a <b>majority class</b>  <div class=""details1"">It is said <u>imbalanced</u></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is the problem of <b>gradient dominance </b>in a mini-batch?"	"The mini-batch is highly <b>biased towards the majority class</b>  <div class=""details1"">Thus minority class in the long tail brings few information</div>  <div class=""details2""></div>   "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is <b>linear search</b>&nbsp;in an array?"	"Going from the <b>start</b>&nbsp;to the <b>end </b>passing by all elements  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-882b45eedd094828c9a16aef6eab56cad9e907b6.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is the worst complexity of&nbsp;<b>linear search</b>&nbsp;in an array?"	"\(O(N)\)  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-882b45eedd094828c9a16aef6eab56cad9e907b6.jpg""> "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Relation between the <b>outer product </b>and the <b>matrix multiplication</b>?"	"\(\mathbf{u} \otimes \mathbf{v}=\mathbf{u} \mathbf{v}^{\top}\)  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-52609aabc308fe175ab31b7f1f28c45107afae6e.jpg"">"
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 2"	"4  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 3"	"6  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 4"	"8  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 5"	"10  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 6"	"12  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 7"	"14  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 8"	"16  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 9"	"18  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 2 x 10"	"20  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 2"	"6  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 3"	"9  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 4"	"12  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 5"	"15  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 6"	"18  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 7"	"21  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 8"	"24  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 9"	"27  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 3 x 10"	"30  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 2"	"8  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 3"	"12  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 4"	"16  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 5"	"20  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 6"	"24  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 7"	"28  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 8"	"32  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 9"	"36  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 4 x 10"	"40  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 2"	"10  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 3"	"15  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 4"	"20  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 5"	"25  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 6"	"30  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 7"	"35  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 8"	"40  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 9"	"45  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 5 x 10"	"50  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 2"	"12  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 3"	"18  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 4"	"24  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 5"	"30  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 6"	"36  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 7"	"42  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 8"	"48  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 9"	"54  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 6 x 10"	"60  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 2"	"14  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 3"	"21  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 4"	"28  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 5"	"35  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 6"	"42  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 7"	"49  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 8"	"56  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 9"	"63  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 7 x 10"	"70  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 2"	"16  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 3"	"24  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 4"	"32  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 5"	"40  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 6"	"48  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 7"	"56  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 8"	"64  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 9"	"72  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 8 x 10"	"80  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 2"	"18  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 3"	"27  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 4"	"36  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 5"	"45  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 6"	"54  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 7"	"63  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 8"	"72  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 9"	"81  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 9 x 10"	"90  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 2"	"20  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 3"	"30  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 4"	"40  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 5"	"50  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 6"	"60  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 7"	"70  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 8"	"80  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 9"	"90  <div class=""details1""></div>  <div class=""details2""></div>  "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> 10 x 10"	"100  <div class=""details1""></div>  <div class=""details2""></div>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Behavior of <u>bitwise</u><b>&nbsp;NOT</b>?<div><br></div><div><pre>NOT <b>0</b>111  (decimal 7)<br></pre></div>"	"<b>Inverse </b>0 &amp; 1&nbsp;  <br/><br/> <span style=""font-size: 12px""><pre>NOT <b>0</b>111  (decimal 7)   = <b>1</b>000  (decimal 8)</pre></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Behavior of <u>bitwise</u>&nbsp;<b>AND</b>?<div><br></div><div><pre>    010<b>1</b> (decimal 5) AND 001<b>1</b> (decimal 3)</pre></div>"	"1 if the two bits are 1  <br/><br/> <span style=""font-size: 12px""><pre>    010<b>1</b> (decimal 5) AND 001<b>1</b> (decimal 3)   = 000<b>1</b> (decimal 1)</pre></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Behavior of <u>bitwise</u>&nbsp;<b>OR</b>?<div><br></div><div><pre>   0<b>101</b> (decimal 5) OR 0<b>011</b> (decimal 3)</pre></div>"	"1 if at least one the bit is 1  <br/><br/> <span style=""font-size: 12px""><pre>   0<b>101</b> (decimal 5) OR 0<b>011</b> (decimal 3)  = 0<b>111</b> (decimal 7)</pre></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Behavior of <u>bitwise</u>&nbsp;<b>XOR</b>?<div><br></div><div><pre>    0<b>10</b>1 (decimal 5) XOR 0<b>01</b>1 (decimal 3)</pre></div>"	"1 if only one bit is 1  <br/><br/> <span style=""font-size: 12px""><pre>    0<b>10</b>1 (decimal 5) XOR 0<b>01</b>1 (decimal 3)   = 0<b>11</b>0 (decimal 6)</pre></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Bitwise <b>AND </b>in Python?"	"x &amp; y  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Bitwise <b>OR&nbsp;</b>in Python?"	"x | y  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Bitwise <b>XOR&nbsp;</b>in Python?"	"x ^ y  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is<b> x &amp; y </b>in Python?"	"Bitwise AND  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is<b> x | y </b>in Python?"	"Bitwise OR  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is<b> x ^ y </b>in Python?"	"Bitwise XOR  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is<b> x &lt;&lt; y </b>in Python?"	"<b>Shifting</b> the bits to the left by y places  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is<b> x &gt;&gt; y </b>in Python?"	"<b>Shifting</b> the bits to the right by y places  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is the effect of <b>shifting</b> a number \(x\), \(y\) places to the <b>left</b>?"	"\(x \times 2^y\)  <br/><br/> <span style=""font-size: 12px"">x &lt;&lt; y in Python</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is the effect of <b>shifting</b> a number \(x\), \(y\) places to the <b>right</b>?"	"\(x \div 2^y\)  <br/><br/> <span style=""font-size: 12px"">x &gt;&gt; y in Python</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> How to multiply a number \(x\) by \(2^y\) with <b>bitwise operations</b>?"	"<b>Shifting</b> to the <b>left</b> by \(y\) places: x &lt;&lt; y  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> How to divide a number \(x\) by \(2^y\) with <b>bitwise operations</b>?"	"<b>Shifting</b> to the <b>right</b> by \(y\) places: x &gt;&gt; y  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What does the <b>endianess</b>&nbsp;determine?"	"Whether the <b>most significant byte </b>is stored at the lowest or highest memory adress of a storage location  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-80b31df761c2b3c5a8a52682a98110ebd104bc28.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is <b>Big-endian</b>?"	"The most significant byte is stored at the lowest memory adress  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-80b31df761c2b3c5a8a52682a98110ebd104bc28.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is <b>Little-endian</b>?"	"The most significant byte is stored at the highest memory adress  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-80b31df761c2b3c5a8a52682a98110ebd104bc28.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> The quasi-ubiquitous&nbsp;x86 processors use <b>Big-endian </b>or <b>Little-endian</b>?"	"Little-endian  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-80b31df761c2b3c5a8a52682a98110ebd104bc28.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> How to check if a number is&nbsp;<b>odd or even</b>&nbsp;with <b>bitwise operations</b>?"	"x AND 1  <br/><br/> <span style=""font-size: 12px"">It check it the least significant byte is 1, thus an odd number, thus equal to 1</span> <br/><br/> <img src=""paste-d53c8894761c62034a077834ab832830c53dcd33.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> How to check if two numbers are of <b>opposite signs</b> with <b>bitwise operations</b>?"	"x XOR y<div><br></div><div>If the resulting number is <b>positive</b>&nbsp;then they are of the <b>same sign</b></div>  <br/><br/> <span style=""font-size: 12px"">The most significant byte encode the sign (1 negative, 0 positive)</span> <br/><br/> <img src=""paste-7a0008a12d368aac0241454f63bb804d2fb046cf.jpg""> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> How to swap two numbers with <b>bitwise operations</b>?"	"x = x ^ y<br>y = x ^ y<br>x = x ^ y  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/> <img src=""paste-f266a98acbdb98c5dd203a6260ff7c11f7a12ba5.jpg""> "
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> What is the goal of computer vision by&nbsp;<b>inverse graphics</b>?"	"Analyze an image by attempting to <b>synthesize</b> it  <div class=""details1"">Popularized by <u>David Marr</u>&nbsp;in its book Vision (1982)</div>  <div class=""details2""></div>  <img src=""paste-87e6a23f0b81817c5078594fdecf3ba58f787e84.jpg"">"
"<!-- <h5>💡 Culture</h5> -->  <div class=""subtitle""></div> <br> How do we call the strategy where to <b>analyze</b> an image, we attempt to&nbsp;<b>synthesize</b>&nbsp;it"	"<b>Inverse graphics</b>  <div class=""details1"">Popularized by&nbsp;<u>David Marr</u>&nbsp;in its book Vision (1982)</div>  <div class=""details2""></div>  <img src=""paste-87e6a23f0b81817c5078594fdecf3ba58f787e84.jpg"">"
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is a <b>Higher-order function</b>?"	"A function that does at least:<div><br><div>- takes functions as <b>argument</b></div></div><div>- <b>returns</b> a function</div>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div>What is a function that does at least:</div><div><div>- takes functions as&nbsp;<b>argument</b></div></div><div>-&nbsp;<b>returns</b>&nbsp;a function</div><div>?</div>"	"<b>Higher-order </b>function  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div>What is (<i>simply</i>) a&nbsp;<b>homoiconic</b> language?&nbsp;</div>"	"A language whose <b>internal </b>and <b>external </b>representation are identical  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div>Is <b>LISP </b>a <b>homoiconic</b> language?</div>"	"Yes  <br/><br/> <span style=""font-size: 12px"">The data type 'list' in LIPS also represents the executed code</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div>Is <b>Python&nbsp;</b>a <b>homoiconic</b> language?</div>"	"No  <br/><br/> <span style=""font-size: 12px"">The internal AST is vastly different from the Python's types</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div>What is a programming language where the <b>internal </b>and <b>external </b>representations are identical?</div>"	"A <b>homoiconic </b>language  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is the <b>Covariate shift</b>?"	"A <b>changement</b> of the input features <b>distribution</b>  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-ca1c711d86ed677fcd2dbc0f8578d41ab514cde1.jpg"">"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is the name of the <b>shift </b>where there is a&nbsp;<b>changement</b>&nbsp;of the input features&nbsp;<b>distribution</b>?</div>"	"<b>Covariate </b>shift  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-ca1c711d86ed677fcd2dbc0f8578d41ab514cde1.jpg"">"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is the name of the <b>shift </b>where there is a&nbsp;<b>changement</b>&nbsp;of the output targets&nbsp;<b>distribution</b>?</div>"	"<b>Prior&nbsp;</b>shift  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-b01469e6562c40a9e3f405f418b4d6a41a8fb206.jpg"">"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is <b>Prior shift</b>?</div>"	"A&nbsp;<b>changement</b>&nbsp;of the output targets&nbsp;<b>distribution</b>  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-b01469e6562c40a9e3f405f418b4d6a41a8fb206.jpg"">"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is <b>Concept shift</b>?</div>"	"A&nbsp;changement&nbsp;of the <b>dependence</b> between the features and the target  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-5d769e850815afc4597a58d6489ba42d97e7328f.jpg"">"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is the name of the <b>shift </b>where there is a changement&nbsp;of the&nbsp;<b>dependence</b>&nbsp;between the features and the target?<br></div>"	"<b>Concept </b>shift  <div class=""details1""></div>  <div class=""details2""></div>   <img src=""paste-5d769e850815afc4597a58d6489ba42d97e7328f.jpg"">"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is the acronyme meaning of <b>ERM </b>in learning theory?</div>"	"<b>E</b>mpirical <b>R</b>isk <b>M</b>inimization  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>What is the difference between the <b>empirical risk</b>&nbsp;and the <b>true error</b>?</div>"	"The former is <b>limited to our dataset</b> while the latter represents the whole domain  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>When does the <b>empirical error </b>is equal to the <b>true error</b>?</div>"	"When the dataset size grows to \(+\infty\)  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>Statistical-based AIs (SVM, NN, ...) are <b>inductive </b>or <b>deductive </b>learners?</div>"	"<b>Inductives</b>&nbsp;because they learn rules from examples  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>Rules-based AIs are <b>inductive </b>or <b>deductive </b>learners?</div>"	"<b>Deductives</b>&nbsp;because predict from predefined rules  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  When <b>overfitting</b>, how are the <b>empirical risk </b>and the <b>true error</b>?&nbsp;"	"The <b>risk is low</b>&nbsp;and the <b>error is high</b>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is the&nbsp;<strong>realizability assumption</strong>?"	"That we can find a model in our hypothesis space so that the <b>true error is 0</b>  <div class=""details1"">Thus the <u>empirical risk</u>&nbsp;will also be 0</div>  <div class=""details2""></div>   "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> When trying to improve performance, what does going <b>high</b>&nbsp;mean?"	"Using a <b>more powerful machine</b>  <br/><br/> <span style=""font-size: 12px"">According to the Bane's rule (cf HackerNews comment)</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> When trying to improve performance, what does going <b>wide</b>&nbsp;mean?"	"Using several machines in <b>parallel</b>  <br/><br/> <span style=""font-size: 12px"">According to the Bane's rule (cf HackerNews comment)</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> When trying to improve performance, what does going <b>deep</b>&nbsp;mean?"	"<b>Optimizing code</b> by removing abstractions  <br/><br/> <span style=""font-size: 12px"">According to the Bane's rule (cf HackerNews comment)</span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> What is the <b>Bane's rule</b>?"	"You don't understand a distributed computing problem <b>until you can get it to fit on a single machine first.</b>  <br/><br/> <span style=""font-size: 12px"">According to the Bane's rule (cf HackerNews comment)</span> <br/><br/>  "
